Type1,regionExp_response_3.rt,regionExp_response_4.rt,Type2,regionExp_response_3.rt,regionExp_response_4.rt,OmS_3,OmS_4,OmS_4minus3,Participant
O,0.494607925,0.529069185,S,0.462097168,0.578572989,0.032510757,-0.049503804,-0.082014561,27
O,0.613786936,1.36413908,S,0.478608131,2.133262157,0.135178805,-0.769123077,-0.904301882,27
O,0.446511984,1.047216177,S,0.411864042,0.411495209,0.034647942,0.635720968,0.601073026,27
O,0.578685045,0.662037134,S,0.478224039,1.197229147,0.100461006,-0.535192013,-0.635653019,27
O,0.52700305,0.695743084,S,0.277822971,0.362436056,0.249180079,0.333307028,0.084126949,28
O,0.494701862,0.963073015,S,0.429020882,0.427858114,0.06568098,0.535214901,0.469533921,28
O,0.762398958,0.645339012,S,0.394745827,0.964957952,0.367653131,-0.31961894,-0.687272071,28
O,0.713974953,0.578463078,S,0.478591919,0.529757023,0.235383034,0.048706055,-0.186676979,28
O,0.547071934,0.628591061,S,1.866769075,0.613353968,-1.319697141,0.015237093,1.334934234,28
O,0.494641781,0.411719084,S,0.562164068,2.035358906,-0.067522287,-1.623639822,-1.556117535,28
O,0.412811041,0.445199966,S,0.177840948,0.177670956,0.234970093,0.26752901,0.032558917,28
O,0.445994854,0.462195158,S,0.34512496,0.444764137,0.100869894,0.017431021,-0.083438873,28
O,0.513607025,0.511978865,S,0.461808205,0.645729065,0.05179882,-0.1337502,-0.18554902,28
O,0.195654869,0.19467783,S,0.177659035,0.178991079,0.017995834,0.015686751,-0.002309083,28
O,0.663660049,0.696018934,S,1.264034987,1.515532017,-0.600374938,-0.819513083,-0.219138145,29
O,0.662388086,0.62747097,S,1.113445044,0.93133688,-0.451056958,-0.30386591,0.147191048,29
O,1.750164032,0.980243206,S,0.444800138,0.512903929,1.305363894,0.467339277,-0.838024617,29
O,0.496884108,1.447886229,S,0.561980963,0.96469903,-0.065096855,0.483187199,0.548284054,29
O,0.511959076,0.528913021,S,0.544871092,2.952353001,-0.032912016,-2.42343998,-2.390527964,29
O,0.712563038,0.578860044,S,0.56232214,0.663276911,0.150240898,-0.084416867,-0.234657765,29
O,0.728723049,0.812814951,S,0.511672974,1.179908991,0.217050075,-0.36709404,-0.584144115,29
O,0.880995989,0.527864933,S,3.554444075,1.146965981,-2.673448086,-0.619101048,2.054347038,29
O,0.795861959,0.411398888,S,0.51146102,0.862365961,0.284400939,-0.450967073,-0.735368012,29
O,1.180295229,0.612602949,S,0.461745024,0.695867062,0.718550205,-0.083264113,-0.801814318,29
O,0.495771885,0.428106785,S,0.445496082,0.429461956,0.050275803,-0.001355171,-0.051630974,30
O,0.630390882,2.016317129,S,0.579077959,0.762035131,0.051312923,1.254281998,1.202969075,30
O,0.546947002,0.729082108,S,0.562127113,1.68402195,-0.015180111,-0.954939842,-0.939759731,30
O,0.529643059,0.612341166,S,0.394446135,0.626542091,0.135196924,-0.014200925,-0.149397849,30
O,0.427757025,0.445232153,S,0.428303003,0.413367033,-0.000545978,0.03186512,0.032411098,30
O,0.545607805,0.528617859,S,0.612117052,0.81252718,-0.066509247,-0.283909321,-0.217400074,30
O,0.678385973,0.47813201,S,0.429088116,3.655015945,0.249297857,-3.176883935,-3.426181792,30
O,0.562387943,1.164307117,S,0.578361988,3.989458799,-0.015974045,-2.825151682,-2.809177637,30
O,0.578130007,0.561414957,S,0.528739214,0.528566122,0.049390793,0.032848835,-0.016541958,30
O,0.445802927,0.896303892,S,0.477591038,1.399101973,-0.031788111,-0.502798081,-0.47100997,30
O,0.530248165,0.528625011,S,0.44285512,0.479832888,0.087393045,0.048792123,-0.038600922,31
O,0.41265583,0.411904097,S,0.37797904,0.311774015,0.03467679,0.100130082,0.065453292,31
O,0.496501923,0.579267025,S,0.361598015,0.311486959,0.134903908,0.267780066,0.132876158,31
O,0.480200052,0.61194706,S,0.629333973,0.463013172,-0.149133921,0.148933888,0.298067809,31
O,0.463064194,0.4454,S,0.445709944,0.396476984,0.01735425,0.048923016,0.031568766,31
O,0.361824036,0.345438957,S,0.579119921,0.779107094,-0.217295885,-0.433668137,-0.216372252,31
O,0.34497714,0.344851017,S,0.478470087,1.137402058,-0.133492947,-0.792551041,-0.659058094,31
O,0.346096992,0.49516511,S,0.428215981,0.446312904,-0.082118989,0.048852206,0.130971195,31
O,0.211144924,0.311133862,S,0.31081295,0.245798826,-0.099668026,0.065335036,0.165003062,31
O,0.427941084,0.395123959,S,0.913476944,0.881519079,-0.48553586,-0.48639512,-0.00085926,31
O,1.098062992,1.464123964,S,4.975980997,0.930377007,-3.877918005,0.533746957,4.411664962,32
O,1.298450947,1.899552822,S,0.629474163,0.640735865,0.668976784,1.258816957,0.589840173,32
O,1.099042892,0.762716055,S,0.69570899,0.630566835,0.403333902,0.13214922,-0.271184682,32
O,0.36173296,0.645435095,S,0.445425034,1.314110994,-0.083692074,-0.668675899,-0.584983825,32
O,0.981358051,0.829344988,S,0.512466908,0.56187892,0.468891143,0.267466068,-0.201425075,32
O,0.561105967,0.462073088,S,0.712660074,0.663682938,-0.151554107,-0.20160985,-0.050055743,32
O,0.57992506,0.712236881,S,0.578813791,0.412444115,0.001111269,0.299792766,0.298681497,32
O,0.362552881,0.746632099,S,0.29440999,0.345961094,0.068142891,0.400671005,0.332528114,32
O,0.423408031,0.595072985,S,0.34525609,0.613140106,0.078151941,-0.018067121,-0.096219062,32
O,0.361139059,0.461977959,S,0.494768858,0.496958971,-0.133629799,-0.034981012,0.098648787,32
O,1.49861002,0.729326963,S,0.56192112,0.694318056,0.9366889,0.035008907,-0.901679993,33
O,1.681107998,0.595770836,S,1.114084959,1.229166031,0.567023039,-0.633395195,-1.200418234,33
O,0.662318945,0.612668037,S,0.712836027,0.714246988,-0.050517082,-0.101578951,-0.051061869,33
O,0.761150122,2.73538208,S,0.612217903,0.579152822,0.148932219,2.156229258,2.007297039,33
O,0.981552839,0.540606976,S,0.678821087,0.444809198,0.302731752,0.095797778,-0.206933974,33
O,1.130339861,0.91309309,S,0.746186018,0.896376848,0.384153843,0.016716242,-0.367437601,33
O,0.856966019,0.545459986,S,0.79621911,0.663642883,0.060746909,-0.118182897,-0.178929806,33
O,2.018177986,0.428431034,S,0.562312841,1.600000858,1.455865145,-1.171569824,-2.627434969,33
O,0.462741137,0.394943953,S,1.196846008,0.96468997,-0.734104871,-0.569746017,0.164358854,33
O,0.413153887,0.444772005,S,0.394569159,0.462026834,0.018584728,-0.017254829,-0.035839557,33
O,0.996807098,0.595363855,S,0.412280083,0.378051996,0.584527015,0.217311859,-0.367215156,34
O,0.395626068,0.445981026,S,0.645464897,0.396043062,-0.249838829,0.049937964,0.299776793,34
O,0.512171984,0.461570024,S,0.377952814,0.396497011,0.13421917,0.065073013,-0.069146157,34
O,0.411974907,0.394689083,S,0.54490304,0.444992065,-0.132928133,-0.050302982,0.082625151,34
O,0.507218122,0.679037094,S,0.411922216,0.745937109,0.095295906,-0.066900015,-0.162195921,34
O,0.413075924,0.511427879,S,0.361024141,0.346576929,0.052051783,0.16485095,0.112799167,34
O,0.394948959,0.395015955,S,0.210589886,0.781116009,0.184359073,-0.386100054,-0.570459127,34
O,0.646836996,0.445077896,S,0.411377907,1.247776985,0.235459089,-0.802699089,-1.038158178,34
O,0.546638012,0.344390869,S,0.444983959,0.445499182,0.101654053,-0.101108313,-0.202762366,34
O,0.377402067,0.461541891,S,0.394979954,0.394157887,-0.017577887,0.067384004,0.084961891,34
O,0.828202009,0.494949102,S,3.705832005,1.047149897,-2.877629996,-0.552200795,2.325429201,35
O,0.429265022,0.67897892,S,0.595350981,0.646457911,-0.166085959,0.032521009,0.198606968,35
O,0.930105925,0.763331175,S,0.49505806,0.429916143,0.435047865,0.333415032,-0.101632833,35
O,0.814131975,0.378460884,S,0.528871059,0.496389866,0.285260916,-0.117928982,-0.403189898,35
O,1.197305918,0.528498888,S,0.528264046,0.478274107,0.669041872,0.050224781,-0.618817091,35
O,0.830967903,1.247433901,S,0.478600025,0.712168932,0.352367878,0.535264969,0.182897091,35
O,1.115161896,0.428570986,S,0.495001078,0.509806156,0.620160818,-0.08123517,-0.701395988,35
O,0.640599966,0.679461002,S,0.428260088,0.627223969,0.212339878,0.052237033,-0.160102845,35
O,0.680435896,0.762712002,S,0.863584042,0.780108929,-0.183148146,-0.017396927,0.165751219,35
O,0.461331129,0.462482929,S,0.62883091,0.547230959,-0.167499781,-0.08474803,0.082751751,35
O,0.747484922,0.645627022,S,0.71211195,0.981338024,0.035372972,-0.335711002,-0.371083974,36
O,0.596755028,0.628856897,S,0.428748846,0.412436008,0.168006182,0.216420889,0.048414707,36
O,0.647351027,0.495239973,S,0.77936697,1.163805962,-0.132015943,-0.668565989,-0.536550046,36
O,0.478782892,0.344648123,S,0.294304132,0.346055984,0.18447876,-0.001407861,-0.185886621,36
O,0.361346006,0.328015089,S,0.545409918,0.597177029,-0.184063912,-0.26916194,-0.085098028,36
O,0.379655838,0.361423016,S,0.378190994,0.346194983,0.001464844,0.015228033,0.013763189,36
O,0.379481077,0.495141983,S,0.328508139,0.344393969,0.050972938,0.150748014,0.099775076,36
O,0.362684011,0.361790895,S,0.441346884,0.695807934,-0.078662873,-0.334017039,-0.255354166,36
O,0.695016861,0.295438051,S,0.478765965,0.494791985,0.216250896,-0.199353934,-0.41560483,36
O,0.328609943,0.361075163,S,0.427600861,0.462945938,-0.098990918,-0.101870775,-0.002879857,36
O,0.376492023,0.512318134,S,0.211085081,0.627338171,0.165406942,-0.115020037,-0.280426979,37
O,10.00653982,0.277495146,S,1.080651999,0.446723938,8.925887821,-0.169228792,-9.095116613,37
O,0.42847681,0.33996892,S,0.729092121,0.411520004,-0.300615311,-0.071551084,0.229064227,37
O,0.328192949,0.444576025,S,4.022190809,0.463212967,-3.69399786,-0.018636942,3.675360918,37
O,0.328943968,0.261253119,S,0.378094196,0.345698118,-0.049150228,-0.084444999,-0.035294771,37
O,0.294501066,0.311385155,S,0.695373058,0.610934019,-0.400871992,-0.299548864,0.101323128,37
O,0.294522047,0.344831944,S,0.462053061,5.209657907,-0.167531014,-4.864825963,-4.697294949,37
O,0.279691935,0.712465048,S,0.562397003,0.779083014,-0.282705068,-0.066617966,0.216087102,37
O,0.145724058,0.177011967,S,0.378772974,0.26086092,-0.233048916,-0.083848953,0.149199963,37
O,0.39093399,0.72893095,S,0.427923918,0.446271181,-0.036989928,0.282659769,0.319649697,37
O,0.815769911,0.510764837,S,0.646691084,1.315556049,0.169078827,-0.804791212,-0.973870039,38
O,1.032697916,0.327973127,S,0.94769907,1.181879044,0.084998846,-0.853905917,-0.938904763,38
O,0.830271959,0.545606852,S,1.046540022,0.763484001,-0.216268063,-0.217877149,-0.001609086,38
O,0.663727045,0.328882933,S,1.299171925,0.714653969,-0.63544488,-0.385771036,0.249673844,38
O,0.69760704,1.733965874,S,0.545777798,0.662905931,0.151829242,1.071059943,0.919230701,38
O,0.713528872,0.328264952,S,0.42851305,0.865394831,0.285015822,-0.537129879,-0.822145701,38
O,0.714583158,0.663202047,S,0.596371174,0.831930161,0.118211984,-0.168728114,-0.286940098,38
O,0.796748161,0.445558071,S,0.847285032,0.748230934,-0.050536871,-0.302672863,-0.252135992,38
O,0.629552841,0.712677956,S,0.629765987,0.612517834,-0.000213146,0.100160122,0.100373268,38
O,1.149971008,0.629209995,S,0.662695885,0.731768131,0.487275123,-0.102558136,-0.589833259,38
O,1.634449959,0.964875221,S,1.232217073,7.910063982,0.402232886,-6.945188761,-7.347421647,39
O,1.333697081,1.867965937,S,0.662868023,0.748230934,0.670829058,1.119735003,0.448905945,39
O,0.525753021,0.545650005,S,0.395662069,1.515669107,0.130090952,-0.970019102,-1.100110054,39
O,1.078183174,0.645977974,S,0.529409885,2.420141935,0.548773289,-1.774163961,-2.32293725,39
O,0.545876026,0.512420893,S,0.863813877,4.462002993,-0.317937851,-3.9495821,-3.631644249,39
O,0.813503027,0.612739086,S,0.429391146,0.48004508,0.384111881,0.132694006,-0.251417875,39
O,1.14797616,0.478980064,S,0.378183126,0.629920006,0.769793034,-0.150939942,-0.920732976,39
O,0.495352983,0.579510212,S,0.444926023,1.265372992,0.05042696,-0.68586278,-0.73628974,39
O,0.612956047,0.478515148,S,0.428437948,0.329758883,0.184518099,0.148756265,-0.035761834,39
O,0.748008013,0.428341866,S,0.344583035,0.447255135,0.403424978,-0.018913269,-0.422338247,39
O,0.530155182,0.378241062,S,0.778810024,0.712585211,-0.248654842,-0.334344149,-0.085689307,40
O,0.677479029,0.679595947,S,0.47791791,1.196184874,0.199561119,-0.516588927,-0.716150046,40
O,0.495150089,0.445345879,S,0.495624065,0.496737957,-0.000473976,-0.051392078,-0.050918102,40
O,0.51216197,3.220151901,S,7.45026803,0.664077044,-6.93810606,2.556074857,9.494180917,40
O,0.662084103,0.662201881,S,0.378497839,0.456991196,0.283586264,0.205210685,-0.078375579,40
O,0.327917814,0.662380934,S,0.863237858,2.16834116,-0.535320044,-1.505960226,-0.970640182,40
O,0.496360064,0.461682081,S,0.762212038,0.445760965,-0.265851974,0.015921116,0.28177309,40
O,0.343271971,0.361809969,S,0.327769995,2.101900101,0.015501976,-1.740090132,-1.755592108,40
O,0.48014307,0.344474077,S,0.328000784,0.392930984,0.152142286,-0.048456907,-0.200599193,40
O,0.295857906,0.46202302,S,0.311150074,1.09668684,-0.015292168,-0.63466382,-0.619371652,40
O,0.563119173,0.512212038,S,0.544971228,0.76444602,0.018147945,-0.252233982,-0.270381927,41
O,0.228784084,0.411752939,S,0.411705017,0.346328974,-0.182920933,0.065423965,0.248344898,41
O,0.312751055,0.344873905,S,0.345171213,0.428067923,-0.032420158,-0.083194018,-0.05077386,41
O,0.361469984,0.311317921,S,0.378622055,0.946234941,-0.017152071,-0.63491702,-0.617764949,41
O,0.361196995,0.360924959,S,0.59489584,0.597129107,-0.233698845,-0.236204148,-0.002505303,41
O,0.42726779,0.394934893,S,0.378005981,0.328469992,0.049261809,0.066464901,0.017203092,41
O,0.24533391,0.428483009,S,0.494438887,0.480208874,-0.249104977,-0.051725865,0.197379112,41
O,0.897863865,0.408624172,S,0.477473021,0.412446976,0.420390844,-0.003822804,-0.424213648,41
O,0.46121788,0.646575928,S,0.511580944,1.214104891,-0.050363064,-0.567528963,-0.517165899,41
O,0.362971067,0.361390829,S,0.395400047,1.115032911,-0.03242898,-0.753642082,-0.721213102,41
O,1.902966022,0.612473965,S,12.444947,2.520653963,-10.54198098,-1.908179998,8.633800982,42
O,2.286489964,2.253387928,S,0.578771114,1.233808994,1.70771885,1.019578934,-0.688139916,42
O,5.467986107,2.319800138,S,0.512870073,2.102075815,4.955116034,0.217724323,-4.737391711,42
O,0.480219841,0.412002087,S,2.068725109,3.409435987,-1.588505268,-2.9974339,-1.408928632,42
O,0.194582939,0.211410046,S,0.981045961,0.847169876,-0.786463022,-0.63575983,0.150703192,42
O,0.195480108,0.177392006,S,0.378931046,0.323764086,-0.183450938,-0.14637208,0.037078858,42
O,0.212769985,0.177798033,S,0.194437027,0.162308931,0.018332958,0.015489102,-0.002843856,42
O,0.227952003,0.227863073,S,0.228085995,0.2626791,-0.000133992,-0.034816027,-0.034682035,42
O,0.211507082,0.194615126,S,0.228363037,0.262955189,-0.016855955,-0.068340063,-0.051484108,42
O,0.227712154,0.228517056,S,0.36139822,0.279781818,-0.133686066,-0.051264762,0.082421304,42
O,1.162503958,0.545095921,S,0.779515028,0.579629183,0.38298893,-0.034533262,-0.417522192,43
O,0.713052034,0.863070965,S,0.461989164,0.593924046,0.25106287,0.269146919,0.018084049,43
O,0.462986946,0.445469856,S,1.482297897,0.83065486,-1.019310951,-0.385185004,0.634125947,43
O,0.511907101,0.478698015,S,0.528571844,0.613837004,-0.016664743,-0.135138989,-0.118474246,43
O,0.362892151,0.360842943,S,0.445276976,0.462115049,-0.082384825,-0.101272106,-0.018887281,43
O,0.577753067,0.528419018,S,0.829329014,0.613442898,-0.251575947,-0.08502388,0.166552067,43
O,0.362385988,0.361508131,S,2.71941185,0.40950799,-2.357025862,-0.047999859,2.309026003,43
O,0.429256916,0.411687851,S,0.462072849,0.461535931,-0.032815933,-0.04984808,-0.017032147,43
O,0.54579711,0.545115948,S,2.300934076,0.427410126,-1.755136966,0.117705822,1.872842788,43
O,0.591974974,0.512279034,S,1.882444143,0.563060045,-1.290469169,-0.050781011,1.239688158,43
O,0.964896917,0.628924847,S,0.479001999,2.00153017,0.485894918,-1.372605323,-1.858500241,44
O,1.282385111,0.62912488,S,0.562541008,0.680773973,0.719844103,-0.051649093,-0.771493196,44
O,0.862857819,0.645612955,S,0.411490917,0.762721062,0.451366902,-0.117108107,-0.568475009,44
O,0.779289961,0.9800179,S,0.478541851,0.49635601,0.30074811,0.48366189,0.18291378,44
O,0.445120096,0.440249205,S,0.595812082,0.478681087,-0.150691986,-0.038431882,0.112260104,44
O,0.428456068,0.461775064,S,0.478515863,0.462860823,-0.050059795,-0.001085759,0.048974036,44
O,0.563299179,0.445124865,S,0.579179049,0.429638147,-0.01587987,0.015486718,0.031366588,44
O,0.647162914,0.49529314,S,0.679383993,0.495378971,-0.032221079,-8.58E-05,0.032135248,44
O,0.596896887,0.545035124,S,0.478413105,0.411458015,0.118483782,0.133577109,0.015093327,44
O,0.797763109,0.528498888,S,0.461351156,0.446450949,0.336411953,0.082047939,-0.254364014,44
O,0.395112038,0.412142038,S,0.49553895,1.717949152,-0.100426912,-1.305807114,-1.205380202,45
O,1.06403017,0.562247992,S,0.445079088,0.629386187,0.618951082,-0.067138195,-0.686089277,45
O,1.163147926,0.696399927,S,1.131205082,0.697627068,0.031942844,-0.001227141,-0.033169985,45
O,0.429807901,1.566014051,S,1.348285913,0.830108166,-0.918478012,0.735905885,1.654383897,45
O,0.664124012,0.863152981,S,0.478204012,0.646529913,0.18592,0.216623068,0.030703068,45
O,0.413136959,1.01261878,S,0.696371078,0.528559923,-0.283234119,0.484058857,0.767292976,45
O,0.629611015,0.879832029,S,1.348796844,2.119477987,-0.719185829,-1.239645958,-0.520460129,45
O,1.467061043,0.913527012,S,0.595897198,0.427197933,0.871163845,0.486329079,-0.384834766,45
O,1.747977018,0.411860943,S,0.997594833,0.580430031,0.750382185,-0.168569088,-0.918951273,45
O,0.394980192,0.445106983,S,0.328004122,0.393294096,0.06697607,0.051812887,-0.015163183,45
O,1.164060116,0.695656061,S,0.678794146,4.056746006,0.48526597,-3.361089945,-3.846355915,46
O,0.763667822,0.462637901,S,1.114416838,1.280962944,-0.350749016,-0.818325043,-0.467576027,46
O,0.762627125,0.562164068,S,1.41445899,1.098430157,-0.651831865,-0.536266089,0.115565776,46
O,1.199007988,0.829634905,S,0.679162025,0.629958153,0.519845963,0.199676752,-0.320169211,46
O,0.463101864,2.684798002,S,0.394790173,1.549021959,0.068311691,1.135776043,1.067464352,46
O,0.545310974,0.528977871,S,0.545203209,0.913388014,0.000107765,-0.384410143,-0.384517908,46
O,0.545217037,0.84632206,S,0.395337105,0.612688065,0.149879932,0.233633995,0.083754063,46
O,1.280609131,1.548972845,S,0.428169012,4.290847063,0.852440119,-2.741874218,-3.594314337,46
O,0.394623041,0.462173939,S,1.314423084,2.250793934,-0.919800043,-1.788619995,-0.868819952,46
O,0.596744061,0.512153149,S,0.729377985,0.379456043,-0.132633924,0.132697106,0.26533103,46
O,1.315468073,0.746730089,S,0.462069988,0.546036005,0.853398085,0.200694084,-0.652704001,47
O,1.584374189,1.500236988,S,1.11490202,1.116431952,0.469472169,0.383805036,-0.085667133,47
O,2.237388849,1.432802916,S,0.495148897,0.430620193,1.742239952,1.002182723,-0.740057229,47
O,1.733806133,0.830518961,S,1.365886211,1.048238993,0.367919922,-0.217720032,-0.585639954,47
O,0.390870094,0.42835784,S,0.462617874,0.379942179,-0.07174778,0.048415661,0.120163441,47
O,0.177910089,0.161753893,S,0.161038876,0.160384178,0.016871213,0.001369715,-0.015501498,47
O,0.162487984,0.161217928,S,0.228415966,0.428483009,-0.065927982,-0.267265081,-0.201337099,47
O,0.446578026,0.328606129,S,0.211739779,0.19448781,0.234838247,0.134118319,-0.100719928,47
O,0.21094203,0.161564112,S,0.127747059,0.330203056,0.083194971,-0.168638944,-0.251833915,47
O,0.228264093,0.261345148,S,0.177662134,0.19481802,0.050601959,0.066527128,0.015925169,47
O,0.664545059,0.596025944,S,0.54655695,0.530079842,0.117988109,0.065946102,-0.052042007,48
O,1.31633997,0.662947893,S,0.763231039,0.915541887,0.553108931,-0.252593994,-0.805702925,48
O,0.363110065,0.362215042,S,0.495584965,0.713190794,-0.1324749,-0.350975752,-0.218500852,48
O,0.897267103,0.545204878,S,0.395074844,0.378360033,0.502192259,0.166844845,-0.335347414,48
O,0.547106981,0.529356003,S,0.613255978,0.413254023,-0.066148997,0.11610198,0.182250977,48
O,0.39695406,0.457722902,S,0.546081066,0.395069838,-0.149127006,0.062653064,0.21178007,48
O,0.479976892,0.579319,S,0.562525034,0.81500411,-0.082548142,-0.23568511,-0.153136968,48
O,0.662559986,0.495389938,S,0.395053864,0.363506079,0.267506122,0.131883859,-0.135622263,48
O,0.581130028,0.679584026,S,0.345666885,0.361396074,0.235463143,0.318187952,0.082724809,48
O,0.529188156,0.562609911,S,0.394598961,0.597538948,0.134589195,-0.034929037,-0.169518232,48
O,0.446739912,0.395313025,S,0.562451124,0.614626884,-0.115711212,-0.219313859,-0.103602647,49
O,0.429116964,0.412132025,S,0.544721842,0.848320961,-0.115604878,-0.436188936,-0.320584058,49
O,0.49526,0.47903204,S,0.378335953,0.514185905,0.116924047,-0.035153865,-0.152077912,49
O,0.46442914,0.461994171,S,0.378798008,0.595428228,0.085631132,-0.133434057,-0.219065189,49
O,1.432405949,0.546024084,S,0.361513853,0.526411057,1.070892096,0.019613027,-1.051279069,49
O,0.697324038,0.513091087,S,0.429046869,0.51195097,0.268277169,0.001140117,-0.267137052,49
O,0.413136959,0.713365793,S,0.260442019,0.380836964,0.15269494,0.332528829,0.179833889,49
O,0.429961205,0.462356806,S,0.428348064,0.328980923,0.001613141,0.133375883,0.131762742,49
O,0.295091152,0.679930925,S,0.311684132,0.513305902,-0.01659298,0.166625023,0.183218003,49
O,0.313124895,0.311435938,S,0.245203018,0.361277819,0.067921877,-0.049841881,-0.117763758,49
O,0.614040136,0.52840209,S,0.478158951,0.396456957,0.135881185,0.131945133,-0.003936052,50
O,0.579917192,0.579186916,S,0.44529295,0.396060944,0.134624242,0.183125972,0.04850173,50
O,0.646838903,0.444849968,S,0.361676931,0.462130785,0.285161972,-0.017280817,-0.302442789,50
O,0.47367692,0.66209507,S,0.411406994,1.565516949,0.062269926,-0.903421879,-0.965691805,50
O,0.695487022,0.478386879,S,0.829627037,0.394393921,-0.134140015,0.083992958,0.218132973,50
O,0.729256868,0.445035934,S,0.445096016,0.781016111,0.284160852,-0.335980177,-0.620141029,50
O,0.864261866,0.458142996,S,0.545603037,1.148337126,0.318658829,-0.69019413,-1.008852959,50
O,0.780215979,0.478751183,S,0.460304976,1.349442959,0.319911003,-0.870691776,-1.190602779,50
O,0.764270067,0.428128004,S,1.211344004,0.528618097,-0.447073937,-0.100490093,0.346583844,50
O,0.841492891,0.545387983,S,0.495707989,0.462785006,0.345784902,0.082602977,-0.263181925,50
O,0.781064987,0.361456156,S,1.113636017,1.24720788,-0.33257103,-0.885751724,-0.553180694,51
O,0.445042133,0.511789083,S,0.411866188,0.411623955,0.033175945,0.100165128,0.066989183,51
O,1.51491189,0.445224047,S,0.378333092,0.741626978,1.136578798,-0.296402931,-1.432981729,51
O,0.362860918,0.445233107,S,0.2943151,0.780458212,0.068545818,-0.335225105,-0.403770923,51
O,1.331223965,0.394949913,S,0.544923067,0.39509201,0.786300898,-0.000142097,-0.786442995,51
O,0.629204988,0.394686937,S,0.545450926,1.765722036,0.083754062,-1.371035099,-1.454789161,51
O,0.36171484,0.394752979,S,0.428617001,0.394277096,-0.066902161,0.000475883,0.067378044,51
O,0.327816963,0.846503019,S,0.327888966,0.596914768,-7.20E-05,0.249588251,0.249660254,51
O,0.814167023,0.511188984,S,0.328557014,0.511739969,0.485610009,-0.000550985,-0.486160994,51
O,0.613270998,0.629622936,S,0.361217022,0.680323124,0.252053976,-0.050700188,-0.302754164,51
O,0.196022987,0.211785793,S,0.279062986,0.42794013,-0.083039999,-0.216154337,-0.133114338,52
O,0.246424913,0.361912966,S,0.361555815,0.932229042,-0.115130902,-0.570316076,-0.455185174,52
O,0.313233852,0.395301104,S,0.37865901,0.480414152,-0.065425158,-0.085113048,-0.01968789,52
O,0.277721882,0.462658167,S,0.663048029,1.1314888,-0.385326147,-0.668830633,-0.283504486,52
O,0.329776049,0.747372866,S,0.312069893,0.446894884,0.017706156,0.300477982,0.282771826,52
O,0.345538139,0.461941004,S,0.395482063,1.417390108,-0.049943924,-0.955449104,-0.90550518,52
O,0.262580872,0.997868061,S,0.345277071,0.430474997,-0.082696199,0.567393064,0.650089263,52
O,0.295142889,0.864058018,S,0.528784037,0.429304838,-0.233641148,0.43475318,0.668394328,52
O,0.193773031,1.048198938,S,0.411436081,0.413365841,-0.21766305,0.634833097,0.852496147,52
O,0.413511038,0.512481928,S,0.847748995,2.402945995,-0.434237957,-1.890464067,-1.45622611,52
O,0.7316401,0.796958923,S,0.9133811,0.747611046,-0.181741,0.049347877,0.231088877,53
O,1.953028917,1.114833117,S,0.746844053,4.178663015,1.206184864,-3.063829898,-4.270014762,53
O,1.26671195,0.663008928,S,0.378185987,3.123616934,0.888525963,-2.460608006,-3.349133969,53
O,0.564333916,1.700432062,S,0.579763174,0.696523905,-0.015429258,1.003908157,1.019337415,53
O,1.432889938,2.084097862,S,0.460670948,2.405185938,0.97221899,-0.321088076,-1.293307066,53
O,1.582927942,0.897480965,S,0.529459953,1.93640399,1.053467989,-1.038923025,-2.092391014,53
O,3.859763861,0.579393864,S,0.41196394,0.412149906,3.447799921,0.167243958,-3.280555963,53
O,0.729657173,3.022323132,S,0.646343946,2.905580997,0.083313227,0.116742135,0.033428908,53
O,0.563904047,1.399600029,S,1.164917946,2.53899312,-0.601013899,-1.139393091,-0.538379192,53
O,0.380053043,1.483230114,S,2.052307844,3.074347019,-1.672254801,-1.591116905,0.081137896,53
O,0.262676001,1.563132048,S,1.531864166,1.648520947,-1.269188165,-0.085388899,1.183799266,54
O,0.529709816,0.378588915,S,0.930127859,0.76222682,-0.400418043,-0.383637905,0.016780138,54
O,0.361288786,0.445126057,S,0.276604891,1.383481026,0.084683895,-0.938354969,-1.023038864,54
