Type1,regionExp_response_3.rt,regionExp_response_4.rt,Type2,regionExp_response_3.rt,regionExp_response_4.rt,OmS_3,OmS_4,OmS_4minus3,Participant
O,0.278014898,0.24437499,S,1.398118973,1.748891115,-1.120104075,-1.504516125,-0.38441205,54
O,0.195544958,0.210291147,S,1.36456418,0.864528894,-1.169019222,-0.654237747,0.514781475,54
O,0.212572813,0.194269896,S,0.27751708,0.261072159,-0.064944267,-0.066802263,-0.001857996,54
O,0.243580103,0.260987997,S,0.37806201,0.391953945,-0.134481907,-0.130965948,0.003515959,54
O,0.795478106,0.97991991,S,0.177419901,0.212085962,0.618058205,0.767833948,0.149775743,54
O,0.212459087,0.210875988,S,0.194206953,0.379349947,0.018252134,-0.168473959,-0.186726093,54
O,0.195161104,0.177721024,S,0.178107023,0.179079056,0.017054081,-0.001358032,-0.018412113,54
O,1.985087872,0.579341173,S,0.914206982,0.562219858,1.07088089,0.017121315,-1.053759575,
O,1.233350992,0.897097111,S,0.479304075,0.646963835,0.754046917,0.250133276,-0.503913641,
O,0.646350861,0.613173008,S,0.897254944,3.807044029,-0.250904083,-3.193871021,-2.942966938,
O,1.014123917,0.56280303,S,0.344788074,1.38302207,0.669335843,-0.82021904,-1.489554883,
O,0.681340933,0.462414026,S,3.02278018,1.919789076,-2.341439247,-1.45737505,0.884064197,
O,1.433885098,1.181761026,S,0.529095173,0.647171974,0.904789925,0.534589052,-0.370200873,
O,0.781388044,0.813853979,S,0.696542978,1.417207003,0.084845066,-0.603353024,-0.68819809,
O,0.646013021,1.215137005,S,0.679516792,1.099632025,-0.033503771,0.11550498,0.149008751,
O,1.534300089,0.646028042,S,1.482990026,0.562100887,0.051310063,0.083927155,0.032617092,
O,0.429859161,0.378787994,S,1.03144598,1.384437084,-0.601586819,-1.00564909,-0.404062271,
O,0.160454035,0.16090703,S,0.645612955,0.395183086,-0.48515892,-0.234276056,0.250882864,
O,0.160750151,0.177525997,S,0.194262981,0.178739071,-0.03351283,-0.001213074,0.032299756,
O,0.128734827,0.194521904,S,0.193952084,0.211342096,-0.065217257,-0.016820192,0.048397065,
O,0.193861961,0.177381992,S,0.194565058,0.16067791,-0.000703097,0.016704082,0.017407179,
O,0.544718981,0.461748123,S,0.345353127,0.329495907,0.199365854,0.132252216,-0.067113638,
O,0.19572401,0.177214861,S,0.277877092,0.444761038,-0.082153082,-0.267546177,-0.185393095,
O,0.179119825,0.177626133,S,0.595670938,0.344990969,-0.416551113,-0.167364836,0.249186277,
O,0.212353945,0.194191933,S,0.395128965,0.311125994,-0.18277502,-0.116934061,0.065840959,
O,0.160418987,0.160665989,S,1.364434958,0.513552904,-1.204015971,-0.352886915,0.851129056,
O,0.277776957,0.361580849,S,0.277822018,0.396207094,-4.51E-05,-0.034626245,-0.034581184,
O,0.495329142,0.36093998,S,0.545133114,1.533454895,-0.049803972,-1.172514915,-1.122710943,
O,1.080148935,0.813173056,S,1.582207203,0.628270149,-0.502058268,0.184902907,0.686961175,
O,0.796233892,1.498507977,S,0.863120079,1.197499037,-0.066886187,0.30100894,0.367895127,
O,0.896083832,0.443022966,S,0.545580149,0.795222998,0.350503683,-0.352200032,-0.702703715,
O,0.361126184,0.745835066,S,0.444772005,0.429737806,-0.083645821,0.31609726,0.399743081,
O,1.616928101,0.963201046,S,0.327961922,0.578593969,1.288966179,0.384607077,-0.904359102,
O,0.328044176,0.478349209,S,0.729762077,1.231872082,-0.401717901,-0.753522873,-0.351804972,
O,1.816710949,0.979761839,S,1.163792133,0.46149087,0.652918816,0.518270969,-0.134647847,
O,0.412733078,0.612390995,S,0.394773006,0.31248188,0.017960072,0.299909115,0.281949043,
O,0.713952065,0.528247118,S,1.280578852,0.444751978,-0.566626787,0.08349514,0.650121927,
O,0.64614296,0.562926054,S,0.578107119,0.681362152,0.068035841,-0.118436098,-0.186471939,
O,2.035537958,0.412389994,S,0.478821993,0.447036028,1.556715965,-0.034646034,-1.591361999,
O,0.846769094,0.546140194,S,0.545674086,0.882331133,0.301095008,-0.336190939,-0.637285947,
O,0.262917042,0.64615202,S,0.429051161,0.597373962,-0.166134119,0.048778058,0.214912177,
O,0.747995138,0.344861031,S,0.595817089,1.030912876,0.152178049,-0.686051845,-0.838229894,
O,1.81775403,0.512328148,S,0.44562006,0.478697062,1.37213397,0.033631086,-1.338502884,
O,0.865447044,0.62937808,S,0.829932928,0.46181798,0.035514116,0.1675601,0.132045984,
O,0.546895027,0.412070036,S,0.227484226,1.316092014,0.319410801,-0.904021978,-1.223432779,
O,0.68146801,0.629776955,S,0.52906394,0.681464911,0.15240407,-0.051687956,-0.204092026,
O,0.547008991,0.345659971,S,0.495785952,0.546896935,0.051223039,-0.201236964,-0.252460003,
O,0.56252718,0.628582001,S,0.578361988,0.731116056,-0.015834808,-0.102534055,-0.086699247,
O,0.362332106,0.428848982,S,0.378479958,0.446249962,-0.016147852,-0.01740098,-0.001253128,
O,0.496446848,0.445003033,S,0.394202948,0.480209112,0.1022439,-0.035206079,-0.137449979,
O,0.379343987,0.428526163,S,0.411242008,0.528789997,-0.031898021,-0.100263834,-0.068365813,
O,0.429512024,0.545687199,S,0.395187855,1.182224035,0.034324169,-0.636536836,-0.670861005,
O,0.312819004,0.395226955,S,0.61179781,0.895979166,-0.298978806,-0.500752211,-0.201773405,
O,0.496781111,0.544993877,S,0.361458063,0.463106155,0.135323048,0.081887722,-0.053435326,
O,0.461447001,0.411946058,S,0.344211817,0.411936045,0.117235184,1.00E-05,-0.117225171,
O,0.628958941,0.461282969,S,0.227428198,0.696233988,0.401530743,-0.234951019,-0.636481762,
O,0.545727968,0.595458031,S,0.495479822,0.64238596,0.050248146,-0.046927929,-0.097176075,
O,0.61390996,0.411381006,S,0.47834301,0.764275074,0.13556695,-0.352894068,-0.488461018,
O,0.59732008,0.37740016,S,0.545067072,0.496273041,0.052253008,-0.118872881,-0.171125889,
O,0.848003149,0.444419861,S,0.645455122,2.033128977,0.202548027,-1.588709116,-1.791257143,
O,0.579930067,0.461879969,S,0.344598055,0.796417952,0.235332012,-0.334537983,-0.569869995,
O,1.932994127,0.494848013,S,0.645200014,0.479862928,1.287794113,0.014985085,-1.272809028,
O,0.72931695,0.461189985,S,0.328103781,0.446834803,0.401213169,0.014355182,-0.386857987,
O,1.348576069,0.678625822,S,0.327562094,0.646997929,1.021013975,0.031627893,-0.989386082,
O,0.712774038,0.444811106,S,0.427961111,0.446649075,0.284812927,-0.001837969,-0.286650896,
O,0.412945032,1.125804901,S,0.511713028,0.778861046,-0.098767996,0.346943855,0.445711851,
O,0.697515011,0.310940027,S,0.478784084,0.344152927,0.218730927,-0.0332129,-0.251943827,
O,1.76919508,0.679354191,S,0.445219994,0.612358809,1.323975086,0.066995382,-1.256979704,
O,0.880909204,0.914400101,S,0.629523993,0.748301983,0.251385211,0.166098118,-0.085287093,
O,0.29480505,0.412414789,S,1.227885008,3.743907928,-0.933079958,-3.331493139,-2.398413181,
O,0.379350185,0.596607924,S,0.378255844,0.529580832,0.001094341,0.067027092,0.065932751,
O,0.480173111,0.429181099,S,0.646345854,0.44649601,-0.166172743,-0.017314911,0.148857832,
O,0.378555059,0.328523874,S,0.277981043,1.18244195,0.100574016,-0.853918076,-0.954492092,
O,0.262573004,0.546090841,S,0.20053196,0.631234884,0.062041044,-0.085144043,-0.147185087,
O,0.478856087,0.328279018,S,0.312052965,0.562458992,0.166803122,-0.234179974,-0.400983096,
O,0.379471779,0.345495939,S,0.428318977,0.798625946,-0.048847198,-0.453130007,-0.404282809,
O,0.547551155,0.512085915,S,0.378972054,0.429805994,0.168579101,0.082279921,-0.08629918,
O,2.033312082,0.76315999,S,0.528903008,1.148509979,1.504409074,-0.385349989,-1.889759063,
O,0.396649837,0.495040178,S,4.640114069,3.590646982,-4.243464232,-3.095606804,1.147857428,
O,0.831292152,1.398056984,S,0.846299887,1.917771101,-0.015007735,-0.519714117,-0.504706382,
O,0.446758032,0.344671965,S,0.946984053,2.352340937,-0.500226021,-2.007668972,-1.507442951,
O,0.612314939,0.845947027,S,0.579059839,1.91685915,0.0332551,-1.070912123,-1.104167223,
O,0.396071196,1.047023058,S,1.113950014,1.182025194,-0.717878818,-0.135002136,0.582876682,
O,0.546576023,0.445198059,S,0.375767946,1.215652943,0.170808077,-0.770454884,-0.941262961,
O,0.413053989,0.561946869,S,0.495460987,1.531064987,-0.082406998,-0.969118118,-0.88671112,
O,1.264130116,1.515902996,S,1.113795996,1.213915825,0.15033412,0.301987171,0.151653051,
O,0.345104218,0.445375919,S,0.361130953,1.515399218,-0.016026735,-1.070023299,-1.053996564,
O,0.446611881,0.361701965,S,0.696037054,0.847641945,-0.249425173,-0.48593998,-0.236514807,
O,0.395030022,0.378422022,S,0.694379091,0.762486935,-0.299349069,-0.384064913,-0.084715844,
O,0.528083086,0.378206015,S,0.394631863,0.411911011,0.133451223,-0.033704996,-0.167156219,
O,0.512984991,0.562678099,S,0.561676979,0.480466127,-0.048691988,0.082211972,0.13090396,
O,0.394718885,0.478707075,S,0.545439005,0.478312969,-0.15072012,0.000394106,0.151114226,
O,0.461439133,0.34493804,S,0.328629017,0.37836504,0.132810116,-0.033427,-0.166237116,
O,0.463081837,0.345062017,S,0.327767134,0.513602972,0.135314703,-0.168540955,-0.303855658,
O,0.429357052,0.395064116,S,1.012766123,0.42911911,-0.583409071,-0.034054994,0.549354077,
O,0.395107031,0.561745882,S,0.294766903,0.346075058,0.100340128,0.215670824,0.115330696,
O,0.69659996,0.39466691,S,0.294458866,0.310958862,0.402141094,0.083708048,-0.318433046,
O,0.495109081,0.729259968,S,1.080378056,0.730807066,-0.585268975,-0.001547098,0.583721877,
O,0.546552897,0.512137175,S,0.51028204,4.190089226,0.036270857,-3.677952051,-3.714222908,
O,0.712468147,0.611979008,S,1.699736118,0.846323013,-0.987267971,-0.234344005,0.752923966,
O,0.914848089,0.678651094,S,0.712651968,4.441763163,0.202196121,-3.763112069,-3.96530819,
O,0.663516998,0.628769159,S,0.678976059,1.18019104,-0.015459061,-0.551421881,-0.53596282,
O,0.712877035,0.829437971,S,0.645751953,0.395941019,0.067125082,0.433496952,0.36637187,
O,0.429327011,0.561873198,S,0.495215893,0.613798141,-0.065888882,-0.051924943,0.013963939,
O,0.463606834,0.394906998,S,0.762812138,2.200310946,-0.299205304,-1.805403948,-1.506198644,
O,0.729604006,0.779387951,S,0.393936872,0.663064003,0.335667134,0.116323948,-0.219343186,
O,0.52798605,0.478767157,S,1.04706502,0.462245941,-0.51907897,0.016521216,0.535600186,
O,0.64693284,0.645699024,S,0.44423604,1.682691097,0.2026968,-1.036992073,-1.239688873,
O,0.596118927,0.494995832,S,0.795926094,0.596390963,-0.199807167,-0.101395131,0.098412036,
O,1.248997211,2.167186975,S,0.49463582,2.084961176,0.754361391,0.082225799,-0.672135592,
O,2.78580904,0.410917044,S,0.445100069,0.512076855,2.340708971,-0.101159811,-2.441868782,
O,0.412996054,0.996012926,S,0.378574848,0.680313826,0.034421206,0.3156991,0.281277894,
O,0.496699095,0.478322983,S,0.394716978,0.747981071,0.101982117,-0.269658088,-0.371640205,
O,0.513120174,0.763838053,S,0.395231962,0.59680295,0.117888212,0.167035103,0.049146891,
O,0.361198187,0.545578003,S,0.344464064,0.394078016,0.016734123,0.151499987,0.134765864,
O,1.949345112,0.528443098,S,0.395038128,0.578670025,1.554306984,-0.050226927,-1.604533911,
O,0.529750109,0.545831919,S,0.511574984,0.546922922,0.018175125,-0.001091003,-0.019266128,
O,0.914501905,0.561536789,S,1.13049078,0.896557093,-0.215988875,-0.335020304,-0.119031429,
O,1.765750885,0.561976194,S,0.512662172,0.494475126,1.253088713,0.067501068,-1.185587645,
O,0.511153936,0.545600176,S,0.762217999,0.628874063,-0.251064063,-0.083273887,0.167790176,
O,0.613253117,0.527974129,S,0.378206015,0.52976799,0.235047102,-0.001793861,-0.236840963,
O,1.297827959,0.562062025,S,0.52828002,1.182259083,0.769547939,-0.620197058,-1.389744997,
O,1.581721783,0.528905869,S,0.846142054,0.579236984,0.735579729,-0.050331115,-0.785910844,
O,0.764279127,0.528506994,S,0.646172047,0.66363287,0.11810708,-0.135125876,-0.253232956,
O,0.79618907,0.444771051,S,0.363132,0.578897953,0.43305707,-0.134126902,-0.567183972,
O,0.328309059,0.344346046,S,0.612218857,1.548471928,-0.283909798,-1.204125882,-0.920216084,
O,0.546540976,0.512144804,S,0.54519105,0.579433918,0.001349926,-0.067289114,-0.06863904,
O,0.561944962,0.361477852,S,0.67968297,0.747661114,-0.117738008,-0.386183262,-0.268445254,
O,0.613550901,0.679371834,S,0.478683949,2.751880884,0.134866952,-2.07250905,-2.207376002,
O,0.413135052,0.345114946,S,0.25970006,0.362954855,0.153434992,-0.017839909,-0.171274901,
O,1.349559069,0.578395844,S,1.833169937,0.996884823,-0.483610868,-0.418488979,0.065121889,
O,1.113976955,0.511687994,S,0.461794138,1.248676062,0.652182817,-0.736988068,-1.389170885,
O,0.51199317,0.377987862,S,0.578655005,0.96340394,-0.066661835,-0.585416078,-0.518754243,
O,0.530185938,0.679145098,S,0.57924509,2.70186615,-0.049059152,-2.022721052,-1.9736619,
O,0.446425915,0.461461067,S,0.428929091,0.663301945,0.017496824,-0.201840878,-0.219337702,
O,0.596428156,3.153367043,S,2.267418861,0.964432001,-1.670990705,2.188935042,3.859925747,
O,0.294269085,0.462197065,S,1.481027126,3.957452059,-1.186758041,-3.495254994,-2.308496953,
O,3.455832005,0.578470945,S,0.428164959,0.813287973,3.027667046,-0.234817028,-3.262484074,
O,3.941148996,0.411510944,S,0.327861071,0.328212976,3.613287925,0.083297968,-3.529989957,
O,0.914988995,0.762356043,S,0.377865076,0.580261946,0.537123919,0.182094097,-0.355029822,
O,0.412770033,0.629034042,S,0.495266914,3.249625206,-0.082496881,-2.620591164,-2.538094283,
O,0.345097065,0.428336859,S,0.960393906,0.396354198,-0.615296841,0.031982661,0.647279502,
O,0.461649179,1.247354031,S,0.444278002,0.847403049,0.017371177,0.399950982,0.382579805,
O,0.496405125,0.528712988,S,0.34474802,0.379373789,0.151657105,0.149339199,-0.002317906,
O,0.444928169,0.361262798,S,0.578723907,3.5061481,-0.133795738,-3.144885302,-3.011089564,
O,0.964334011,3.989622116,S,0.294883013,0.678713083,0.669450998,3.310909033,2.641458035,
O,0.846581936,0.44543004,S,0.394956112,0.964691162,0.451625824,-0.519261122,-0.970886946,
O,1.782544851,0.59540391,S,0.846326113,0.696333885,0.936218738,-0.100929975,-1.037148713,
O,1.917619944,0.595417976,S,1.097302914,0.863290071,0.82031703,-0.267872095,-1.088189125,
O,0.64390707,0.579240084,S,0.578470945,0.345578909,0.065436125,0.233661175,0.16822505,
O,0.411359072,0.395205021,S,0.46201992,0.830832958,-0.050660848,-0.435627937,-0.384967089,
O,0.828521013,1.24729991,S,0.461899042,0.878183842,0.366621971,0.369116068,0.002494097,
O,1.232450962,0.395302057,S,0.411155939,0.931259155,0.821295023,-0.535957098,-1.357252121,
O,0.361807108,0.411368132,S,0.328125,0.379703999,0.033682108,0.031664133,-0.002017975,
O,0.412343979,0.727492094,S,0.278126001,0.294486046,0.134217978,0.433006048,0.29878807,
O,0.478507996,0.929785967,S,0.34483695,1.630689144,0.133671046,-0.700903177,-0.834574223,
O,0.680394173,0.412099123,S,0.32784605,1.282236815,0.352548123,-0.870137692,-1.222685815,
O,1.633111954,0.678700924,S,0.946598053,0.813004971,0.686513901,-0.134304047,-0.820817948,
O,0.697643042,1.699157,S,0.62906599,2.469216108,0.068577052,-0.770059108,-0.83863616,
O,0.745715857,0.495077848,S,0.628893852,1.47974515,0.116822005,-0.984667302,-1.101489307,
O,1.282438993,0.595802069,S,0.796475172,1.028618097,0.485963821,-0.432816028,-0.918779849,
O,0.677311182,0.478487968,S,0.997102022,0.830193043,-0.31979084,-0.351705075,-0.031914235,
O,1.531677961,0.711798906,S,0.578530073,0.613940954,0.953147888,0.097857952,-0.855289936,
O,0.744323015,0.562479973,S,0.578882933,0.678920031,0.165440082,-0.116440058,-0.28188014,
O,0.696666956,0.645629883,S,0.478486061,0.612000942,0.218180895,0.033628941,-0.184551954,
O,1.197521925,0.545018196,S,10.34302783,0.546480894,-9.145505905,-0.001462698,9.144043207,
O,0.797066212,0.512065887,S,0.863806963,0.712523937,-0.066740751,-0.20045805,-0.133717299,
O,0.363559961,0.344965935,S,0.495275021,1.583390951,-0.13171506,-1.238425016,-1.106709956,
O,0.915791988,0.529594898,S,1.567153931,1.081166029,-0.651361943,-0.551571131,0.099790812,
O,0.529907942,0.428421021,S,0.227903843,0.999304056,0.302004099,-0.570883035,-0.872887134,
O,0.361922026,0.79664278,S,0.428973913,1.399124861,-0.067051887,-0.602482081,-0.535430194,
O,0.563918114,0.495388031,S,3.658459902,0.698071957,-3.094541788,-0.202683926,2.891857862,
O,0.563164949,0.445183039,S,0.429265976,1.248790026,0.133898973,-0.803606987,-0.93750596,
O,2.070052862,0.462668896,S,0.428836107,0.714817047,1.641216755,-0.252148151,-1.893364906,
O,1.215435982,0.713680983,S,0.478980064,0.746330976,0.736455918,-0.032649993,-0.769105911,
O,0.345300913,0.462082863,S,2.670943975,2.50518012,-2.325643062,-2.043097257,0.282545805,
O,0.579364061,0.377737999,S,0.328135014,5.148202181,0.251229047,-4.770464182,-5.021693229,
O,0.681603909,0.478813171,S,0.763268948,0.545961142,-0.081665039,-0.067147971,0.014517068,
O,1.131454945,1.516630888,S,0.579127073,0.71489501,0.552327872,0.801735878,0.249408006,
O,1.032621145,1.265186071,S,0.545732021,0.430116892,0.486889124,0.835069179,0.348180055,
O,0.363013029,0.42967701,S,0.429013968,0.545653105,-0.066000939,-0.115976095,-0.049975156,
O,0.39500308,0.444902897,S,0.529481888,0.832058907,-0.134478808,-0.38715601,-0.252677202,
O,1.215134144,1.098371029,S,0.428405046,0.37946105,0.786729098,0.718909979,-0.067819119,
O,6.756402016,0.46222496,S,0.713361979,2.253026962,6.043040037,-1.790802002,-7.833842039,
O,0.396481037,0.311279058,S,0.997860909,1.133111954,-0.601379872,-0.821832896,-0.220453024,
O,0.444869041,0.529366016,S,0.628953934,0.629923105,-0.184084893,-0.100557089,0.083527804,
O,0.39704299,0.395305157,S,0.378366947,0.396695852,0.018676043,-0.001390695,-0.020066738,
O,0.463454962,0.59531498,S,0.394876003,0.39419198,0.068578959,0.201123,0.132544041,
O,0.49703002,0.411339998,S,0.37856102,0.881030083,0.118469,-0.469690085,-0.588159085,
O,1.734241009,0.444846869,S,0.595990896,3.90745306,1.138250113,-3.462606191,-4.600856304,
O,0.596792936,0.656903028,S,0.830503941,6.162553072,-0.233711005,-5.505650044,-5.271939039,
O,0.612202883,0.527808905,S,0.494888067,4.057559967,0.117314816,-3.529751062,-3.647065878,
O,0.72905302,0.428546906,S,0.728756905,0.996448994,0.000296115,-0.567902088,-0.568198203,
O,1.030092955,0.529108047,S,0.377906799,0.345243931,0.652186156,0.183864116,-0.46832204,
O,0.545539141,0.37805891,S,0.762595177,1.950942993,-0.217056036,-1.572884083,-1.355828047,
O,0.478631973,0.428169012,S,0.327891827,0.544960976,0.150740146,-0.116791964,-0.26753211,
O,0.746532917,0.629119158,S,0.41155982,0.394798994,0.334973097,0.234320164,-0.100652933,
O,0.729015112,0.629352093,S,0.478956938,0.81278491,0.250058174,-0.183432817,-0.433490991,
O,0.46206212,0.61221385,S,0.478525162,0.613950968,-0.016463042,-0.001737118,0.014725924,
O,0.412977934,0.511973143,S,0.679337978,4.374953985,-0.266360044,-3.862980842,-3.596620798,
O,0.76287508,0.779215097,S,0.427641153,1.698858023,0.335233927,-0.919642926,-1.254876853,
O,0.54538703,0.478672028,S,0.45717597,0.880125999,0.08821106,-0.401453971,-0.489665031,
O,0.345956087,0.545462847,S,0.662251949,0.795679808,-0.316295862,-0.250216961,0.066078901,
O,0.395743847,0.512260199,S,0.812619209,1.297827959,-0.416875362,-0.78556776,-0.368692398,
O,0.462120056,0.428102016,S,0.444890022,1.197670937,0.017230034,-0.769568921,-0.786798955,
O,0.49495697,0.874972105,S,0.444436073,2.034471989,0.050520897,-1.159499884,-1.210020781,
O,0.496288061,1.113877058,S,0.411530018,0.629317045,0.084758043,0.484560013,0.39980197,
O,0.445183039,0.440425873,S,0.512240887,0.662339926,-0.067057848,-0.221914053,-0.154856205,
O,0.478821993,1.414772034,S,0.779454947,0.444643021,-0.300632954,0.970129013,1.270761967,
O,0.896435976,0.696336985,S,0.528437853,6.764174938,0.367998123,-6.067837953,-6.435836076,
O,3.220121861,0.695911884,S,0.378718853,0.444772959,2.841403008,0.251138925,-2.590264083,
O,0.379637957,0.394808054,S,0.829353094,1.600454092,-0.449715137,-1.205646038,-0.755930901,
O,8.655053139,1.331432104,S,0.762215137,0.527827024,7.892838002,0.80360508,-7.089232922,
O,0.745738029,0.495404005,S,0.562506199,0.996650934,0.18323183,-0.501246929,-0.684478759,
O,2.50097394,1.214128017,S,0.528802156,0.429154873,1.972171784,0.784973144,-1.18719864,
O,0.729748964,2.066592216,S,0.545620203,0.562749863,0.184128761,1.503842353,1.319713592,
O,0.747195005,0.996326208,S,0.628697157,0.662523031,0.118497848,0.333803177,0.215305329,
O,0.779252052,0.61235404,S,1.164044857,1.26542592,-0.384792805,-0.65307188,-0.268279075,
O,0.496302128,0.428384066,S,2.919669151,0.747485876,-2.423367023,-0.31910181,2.104265213,
O,0.763716936,0.395051956,S,0.780081034,0.730634928,-0.016364098,-0.335582972,-0.319218874,
O,0.814391136,0.495465994,S,0.428200006,0.378102064,0.38619113,0.11736393,-0.2688272,
O,0.578562021,0.462000132,S,8.904923201,0.847671032,-8.32636118,-0.3856709,7.94069028,
O,1.048128843,0.428224087,S,0.528239012,0.81278801,0.519889831,-0.384563923,-0.904453754,
O,0.82969594,0.796050072,S,0.360712051,0.395531893,0.468983889,0.400518179,-0.06846571,
O,1.347959042,0.94658494,S,0.460855007,2.068568945,0.887104035,-1.121984005,-2.00908804,
O,0.513674021,0.946142912,S,0.89615798,0.528686047,-0.382483959,0.417456865,0.799940824,
O,0.529692888,0.395275831,S,0.545668125,0.759329081,-0.015975237,-0.36405325,-0.348078013,
O,0.495672941,0.244755983,S,0.278149843,0.210431099,0.217523098,0.034324884,-0.183198214,
O,0.162102938,0.144422054,S,0.227882147,1.062743187,-0.065779209,-0.918321133,-0.852541924,
O,0.12754488,0.178000927,S,0.343641996,0.446943045,-0.216097116,-0.268942118,-0.052845002,
O,0.193675995,0.211308002,S,0.32792902,0.427955866,-0.134253025,-0.216647864,-0.082394839,
O,0.613414049,0.512319088,S,0.378442049,0.29621315,0.234972,0.216105938,-0.018866062,
O,0.777747869,0.260988951,S,0.194826126,0.346421003,0.582921743,-0.085432052,-0.668353795,
O,0.177819014,0.762787104,S,0.194826126,0.244853973,-0.017007112,0.517933131,0.534940243,
O,0.594717026,0.461264849,S,0.261587858,0.259921074,0.333129168,0.201343775,-0.131785393,
O,0.195691109,0.377654076,S,0.227766037,0.191947937,-0.032074928,0.185706139,0.217781067,
O,0.295869112,0.394934177,S,0.829574108,0.327648878,-0.533704996,0.067285299,0.600990295,
O,0.530328989,0.511893988,S,0.411903858,0.411448956,0.118425131,0.100445032,-0.017980099,
O,0.329408169,0.377996922,S,0.41159296,0.463401079,-0.082184791,-0.085404157,-0.003219366,
O,0.345060825,0.344985008,S,0.394917965,0.395344019,-0.04985714,-0.050359011,-0.000501871,
O,0.344374895,0.428297043,S,0.444784164,0.463481903,-0.100409269,-0.03518486,0.065224409,
O,0.495972872,0.545814037,S,0.294768095,0.446193933,0.201204777,0.099620104,-0.101584673,
O,0.429774046,0.494812965,S,0.394649029,0.394784927,0.035125017,0.100028038,0.064903021,
O,0.395628929,0.444534063,S,0.378174067,1.33239007,0.017454862,-0.887856007,-0.905310869,
O,0.362504005,0.394959927,S,0.375492096,0.379168034,-0.012988091,0.015791893,0.028779984,
O,0.528593063,0.461148024,S,0.37847805,0.345782995,0.150115013,0.115365029,-0.034749984,
O,0.46160984,0.695606947,S,0.494807005,1.147487879,-0.033197165,-0.451880932,-0.418683767,
O,0.311322212,0.428668022,S,0.37790513,0.411727905,-0.066582918,0.016940117,0.083523035,
O,0.44628191,0.445351124,S,0.495780945,0.429965973,-0.049499035,0.015385151,0.064884186,
O,0.747431993,1.247692823,S,0.378160954,0.84623313,0.369271039,0.401459693,0.032188654,
O,0.692970991,0.478457928,S,0.411540985,0.329154968,0.281430006,0.14930296,-0.132127046,
O,0.695638895,0.311016083,S,0.311378956,0.36311698,0.384259939,-0.052100897,-0.436360836,
O,0.630614042,0.529056072,S,0.344861984,2.034940958,0.285752058,-1.505884886,-1.791636944,
O,2.836034775,0.328029871,S,1.298049927,0.412973881,1.537984848,-0.08494401,-1.622928858,
O,0.545559883,0.445063114,S,0.593834877,0.612809896,-0.048274994,-0.167746782,-0.119471788,
O,0.329595089,0.71268487,S,0.562212944,2.768891096,-0.232617855,-2.056206226,-1.823588371,
O,0.881455898,0.42798996,S,0.378421068,0.412825108,0.50303483,0.015164852,-0.487869978,
O,0.779999018,0.797106981,S,0.528655052,0.631186962,0.251343966,0.165920019,-0.085423947,
O,2.688549995,0.629080057,S,0.495599985,0.647858858,2.19295001,-0.018778801,-2.211728811,
O,2.770673037,2.119061947,S,0.512597084,1.616736889,2.258075953,0.502325058,-1.755750895,
O,0.396687984,1.047986031,S,0.595825911,0.511957884,-0.199137927,0.536028147,0.735166074,
O,0.495683908,0.428785086,S,1.515986919,0.513914108,-1.020303011,-0.085129022,0.935173989,
O,0.458863974,0.479140043,S,0.780038118,0.462745905,-0.321174144,0.016394138,0.337568282,
O,0.396424055,0.378654957,S,0.344985962,0.361505985,0.051438093,0.017148972,-0.034289121,
O,0.395789146,0.41208601,S,0.529345989,0.562427998,-0.133556843,-0.150341988,-0.016785145,
O,0.396293879,0.930526018,S,0.613068819,1.751236916,-0.21677494,-0.820710898,-0.603935958,
O,0.378679037,0.997792959,S,0.613076925,1.415899992,-0.234397888,-0.418107033,-0.183709145,
O,0.545418024,0.679106951,S,1.030932903,1.514817953,-0.485514879,-0.835711002,-0.350196123,
O,0.494792938,0.378871918,S,0.494922876,0.496920109,-0.000129938,-0.118048191,-0.117918253,
O,2.820895195,1.313685179,S,0.545608044,1.214106083,2.275287151,0.099579096,-2.175708055,
O,0.66379118,0.929535151,S,0.997002125,0.596004963,-0.333210945,0.333530188,0.666741133,
O,0.645395041,0.612287998,S,0.745985985,0.847748995,-0.100590944,-0.235460997,-0.134870053,
O,0.595537901,0.56242919,S,0.72961092,2.904288769,-0.134073019,-2.341859579,-2.20778656,
